일자,밥,국,메인,반찬,구분,국분류,메뉴분류
2017-06-08,밥,얼갈이된장국,미니채소떡갈비,골뱅이무침*소면,중식,국수,육류
2017-06-09,밥,호박잎된장찌개,깐풍기,어묵꽈리고추볶음,중식,찌개,조류
2017-06-12,밥,연두부탕,쇠고기숙주볶음,홍어채무침,중식,탕,육류
2017-06-13,밥,도토리묵냉국,쭈꾸미볶음,늙은호박전,중식,국,해산물
2017-06-14,곤드레밥*강된장,가쯔오장국,치킨핑거,파스타샐러드,중식,국,조류
2017-06-15,밥,쇠고기샤브국,갈치구이,메추리알조림,중식,국,해산물
2017-06-16,밥,아욱된장국,삼겹살구이,감자채볶음,중식,국,육류
2017-06-19,밥,들깨시래기국,유자청제육볶음,해물부추전,중식,국,육류
2017-06-20,밥,오이지냉국,고등어김치말이,감자비엔나볶음,중식,국,해산물
2017-06-21,카레라이스,유부주머니국,언양식불고기,떡볶이,중식,국,육류
2017-06-22,밥,쇠고기미역국,해물누룽지탕,비빔야채만두,중식,탕,해산물
2017-06-23,밥,나가사끼짬뽕국,닭갈비,셀프무쌈말이,중식,국,육류
2017-06-26,밥,차돌박이찌개,훈제오리고추장볶음,곤약흑임자무침,중식,찌개,조류
2017-06-27,밥,북어콩나물국,오징어볶음,동그랑땡구이,중식,국,해산물
2017-06-28,콩나물밥,얼갈이된장국,삼치구이,잡채,중식,국,해산물
2017-06-29,밥,우무묵냉국,갈릭돈까스,두부양념조림,중식,국,육류
2017-06-30,밥,꼬지어묵탕,매운닭찜,감자채전,중식,찜,조류
2017-07-03,밥,콩나물국,짬뽕불고기,계란찜,중식,찜,육류
2017-07-04,밥,배추된장국,낙지볶음,고기전,중식,국,해산물
2017-07-05,짜장덮밥,계란국,유산슬,군만두,중식,국,해산물
2017-07-06,밥,아욱된장국,등갈비김치찜,어묵볶음,중식,찜,육류
2017-07-07,밥,오이냉국,유린기,도토리묵무침,중식,국,육류
2017-07-10,밥,콩나물국,버섯불고기,해물겨자냉채,중식,국,육류
2017-07-11,밥,어묵국,주꾸미떡볶음,두부계란구이,중식,국,해산물
2017-07-12,<초복특식>,삼계탕,찹쌀밥,생야채&쌈장,중식,탕,조류
2017-07-13,밥,근대국,돼지갈비찜,동태전,중식,찜,육류
2017-07-14,밥,부대찌개,갈치조림,버섯잡채,중식,찌개,해산물
2017-07-17,밥,무채국,돈육고추장볶음,간장두부조림,중식,국,육류
2017-07-18,밥,열무된장국,간장찜닭,통도라지구이,중식,찜,조류
2017-07-19,김치제육덮밥,맑은국,양장피잡채,오꼬노미야끼,중식,국,육류
2017-07-20,밥,소고기매운무국,오징어굴소스볶음,모둠버섯구이,중식,국,해산물
2017-07-21,밥,닭곰탕,미트볼케찹조림,메밀전,중식,탕,육류
2017-07-24,밥,어묵탕,콩나물불고기,동그랑땡전,중식,탕,육류
2017-07-25,밥,된장찌개,가자미카레튀김,닭살냉채,중식,찌개,해산물
2017-07-26,나물비빔밥,미소장국,파스타샐러드,소세지오븐구이,중식,국,육류
2017-07-27,밥,콩나물냉국,순살파닭,오징어브로컬리*초장,중식,국,조류
2017-07-28,밥,쇠고기샤브국,주꾸미떡볶음,연두부*양념장,중식,국,해산물
2017-07-31,밥,연두부탕,쇠고기숙주볶음,홍어채무침,중식,탕,육류
2017-08-01,밥,부대찌개,해물누룽지탕,우엉잡채,중식,탕,해산물
2017-08-02,밥,꽃게탕,미니채소떡갈비,두부계란구이,중식,탕,육류
2017-08-03,밥,오이미역냉국,닭오븐구이,꽈리고추어묵조림,중식,국,조류
2017-08-04,밥,콩나물국,제육볶음,메추리알조림,중식,국,육류
2017-08-07,밥,어묵국,쇠고기낙지볶음,새송이버섯전,중식,국,육류
2017-08-08,밥,미역국,닭갈비,시금치프리타타,중식,국,육류
2017-08-09,밥,도토리묵냉국,수제돈까스,두부양념조림,중식,국,육류
2017-08-10,밥,돈육김치찌개,갈치구이,비엔나감자볶음,중식,찌개,해산물
2017-08-11,밥,고추장찌개,돈육보쌈,쌈&야채스틱,중식,찌개,육류
2017-08-14,밥,된장찌개,짬뽕불고기,옥수수계란찜,중식,찜,육류
2017-08-16,밥,쇠고기무국,오징어볶음*소면,모듬묵양념장,중식,국수,해산물
2017-08-17,밥,들깨시래기국,매운닭찜,임연수구이,중식,찜,조류
2017-08-18,짜장밥,맑은국,해물까스*칠리소스,부추만두,중식,국,해산물
2017-08-21,밥,조랭이떡미역국,소고기불고기,김치전,중식,국,육류
2017-08-22,밥,해물된장찌개,표고버섯탕수육,두부조림,중식,탕,육류
2017-08-23,곤드레밥*강된장,가쯔오장국,가자미양념찜,감자채볶음,중식,찜,해산물
2017-08-24,밥,쇠고기샤브국,주꾸미굴소스볶음,볼어묵볶음,중식,국,해산물
2017-08-25,밥,알탕,미트볼케찹조림,계란말이,중식,탕,육류
2017-08-28,밥,콩나물국,돈육간장불고기,매운어묵볶음,중식,국,육류
2017-08-29,밥,배추된장국,닭갈비,동태전,중식,국,육류
2017-08-30,산채비빔밥,미소장국,언양식불고기,과일샐러드,중식,국,육류
2017-08-31,밥,육개장,굴비구이,탕수만두,중식,탕,해산물
2017-09-01,밥,시래기국,훈제오리구이,두부구이*양념장,중식,국,조류
2017-09-04,밥,북어국,버섯불고기,야채계란찜,중식,찜,육류
2017-09-05,밥,연두부탕,등갈비김치찜,도토리묵무침,중식,찜,육류
2017-09-06,밥,꽃게탕,마늘치킨,양배추쌈*쌈장,중식,탕,조류
2017-09-07,밥,쇠고기미역국,오징어볶음*소면,고기전,중식,국수,해산물
2017-09-08,밥,열무된장국,동파육,셀프무쌈말이,중식,국,육류
2017-09-11,밥,시래기된장국,유자청제육볶음,오꼬노미야끼계란말이,중식,국,육류
2017-09-12,밥,차돌박이찌개,해물누룽지탕,돈육잡채,중식,탕,해산물
2017-09-13,카레라이스,미소장국,떡갈비조림,모듬묵샐러드,중식,국,육류
2017-09-14,밥,고사리육개장,닭찜,두부계란부침,중식,찜,조류
2017-09-15,밥,참치김치찌개,단호박장조림,고등어구이,중식,찌개,육류
2017-09-18,밥,해물순두부찌개,언양식불고기,감자채전,중식,찌개,육류
2017-09-19,밥,들깨버섯국,소고기낙지볶음,비엔나케찹조림,중식,국,육류
2017-09-20,콩나물밥,가쯔오국,감자프리타타,메밀전병만두,중식,국,육류
2017-09-21,밥,쇠고기샤브국,꽁치구이,김치제육볶음,중식,국,해산물
2017-09-22,밥,콩가루배추국,순살양념치킨,콩나물겨자채,중식,국,조류
2017-09-25,밥,근대국,짬뽕불고기,실곤약흑임자무침,중식,국수,육류
2017-09-26,밥,시래기들깨탕,닭갈비,해물파전,중식,탕,육류
2017-09-27,밥,콩나물국,삼겹살구이,어묵볶음,중식,국,육류
2017-09-28,밥,차돌박이찌개,매운주꾸미볶음,두부새싹구이,중식,찌개,해산물
2017-09-29,밥,미역국,쇠불고기/잡채,오징어숙회무침,중식,국,육류
2017-10-10,밥,아욱국,훈제오리구이,계란찜,중식,찜,조류
2017-10-11,밥,고추장찌개,레몬탕수육,궁중떡찜,중식,찜,육류
2017-10-12,밥,해물된장찌개,닭찜,새송이버섯전,중식,찜,조류
2017-10-13,밥,쇠고기무국,오징어볶음*소면,메추리알조림,중식,국수,해산물
2017-10-16,밥,차돌박이찌개,제육볶음,모둠쌈,중식,찌개,육류
2017-10-17,밥,근대국,고등어조림,고추잡채*꽃빵,중식,국,해산물
2017-10-18,밥,민물새우찌개,수제돈가스,시금치프리타타,중식,찌개,육류
2017-10-19,밥,새알미역국,유린기,마파두부,중식,국,육류
2017-10-20,밥,쇠고기매운버섯국,해물청경채볶음,메밀부추전,중식,국,해산물
2017-10-23,밥,콩나물국,버섯불고기,홍어채무침,중식,국,육류
2017-10-24,밥,배추된장국,쭈꾸미볶음,두부계란부침,중식,국,해산물
2017-10-25,곤드레밥*강된장,가쯔오장국,갈치조림,쇠고기잡채,중식,국,해산물
2017-10-26,밥,육개장,치킨핑거,도토리묵무침,중식,국,조류
2017-10-27,밥,시금치국,돼지갈비찜,어묵볶음,중식,찜,육류
2017-10-30,밥,들깨시래기국,닭갈비,연두부*양념장,중식,국,육류
2017-10-31,밥,근대국,돈삼겹보쌈,옥수수전,중식,국,육류
2017-11-01,카레덮밥,맑은국,개성감자만두,파스타샐러드,중식,국,육류
2017-11-02,밥,사골떡국,오징어볶음,계란말이,중식,국,해산물
2017-11-03,밥,된장찌개,누룽지탕수육,실곤약초무침,중식,탕,육류
2017-11-06,밥,콩가루배추국,짬뽕불고기,참치야채전,중식,국수,육류
2017-11-07,밥,오징어국,수제돈까스,삼치구이,중식,국,육류
2017-11-08,콩나물밥,미역장국,언양식불고기,도라지오이무침,중식,국,육류
2017-11-09,밥,해물된장찌개,매운닭찜,두부조림,중식,찜,조류
2017-11-10,밥,올갱이아욱국,등갈비김치찜,들깨버섯무침,중식,찜,육류
2017-11-13,밥,시금치국,소고기불고기,해물파전,중식,국,육류
2017-11-14,밥,새알미역국,돼지갈비찜,두부새싹구이,중식,찜,육류
2017-11-15,곤드레밥*간장양념,청양된장찌개,굴비구이,궁중떡볶이,중식,찌개,해산물
2017-11-16,밥,북어계란국,찜닭,메밀전병만두,중식,찜,조류
2017-11-17,밥,콩비지찌개,미니채소떡갈비,동태전,중식,찌개,육류
2017-11-20,밥,차돌박이찌개,오징어볶음,계란말이,중식,찌개,해산물
2017-11-21,밥,어묵국,순살파닭,맛살겨자채,중식,국,조류
2017-11-22,단호박영양밥,가쯔오장국,돈육칠리강정,모듬묵샐러드,중식,국,육류
2017-11-23,밥,쇠고기무국,갈치구이,고추잡채*꽃빵,중식,국,해산물
2017-11-24,밥,꽃게탕,돈육굴소스볶음,새송이버섯전,중식,탕,육류
2017-11-27,밥,아욱국,버섯불고기,골뱅이무침*소면,중식,국수,육류
2017-11-28,밥,연두부탕,사천식탕수육,견과류조림,중식,탕,육류
2017-11-29,나물비빔밥,미소장국,코다리조림,과일샐러드,중식,국,해산물
2017-11-30,밥,들깨시래기국,제육볶음,메추리알조림,중식,국,육류
2017-12-01,밥,동태탕,찜닭,옥수수전,중식,찜,조류
2017-12-04,밥,들깨무채국,돈육피망볶음,모둠쌈,중식,국,육류
2017-12-05,밥,소고기된장찌개,낙지볶음,계란찜,중식,찜,해산물
2017-12-06,콩나물밥,유부주머니국,생선까스&탈탈소스,두부양념조림,중식,국,해산물
2017-12-07,밥,봄동된장국,닭볶음탕,부추전,중식,탕,조류
2017-12-08,밥,부대찌개,미트볼케찹조림,사각어묵볶음,중식,찌개,육류
2017-12-11,밥,해물된장찌개,돈육굴소스볶음,홍어채무침,중식,찌개,육류
2017-12-12,밥,차돌박이찌개,해물누룽지탕,계란말이,중식,탕,해산물
2017-12-13,카레라이스,미소장국,떡갈비조림,모듬묵*양념장,중식,국,육류
2017-12-14,밥,우거지해장국,명태코다리조림,비엔나케찹볶음,중식,국,해산물
2017-12-15,밥,들깨시래기국,표고버섯탕수육,두부오꼬노미야끼,중식,탕,육류
2017-12-18,밥,오징어국,버섯불고기,실곤약초무침,중식,국,육류
2017-12-19,밥,달래된장국,주꾸미볶음,시금치프리타타,중식,국,해산물
2017-12-20,밥,민물새우찌개,동파육,새송이버섯전,중식,찌개,육류
2017-12-21,밥,순두부찌개,훈제오리구이,어묵볶음,중식,찌개,조류
2017-12-22,밥,콩나물국,간장마늘치킨,오징어초무침,중식,국,조류
2017-12-26,밥,꽃게탕,언양식불고기,날치알계란찜,중식,찜,육류
2017-12-27,밥,쇠고기미역국,오징어볶음,동그랑땡전,중식,국,해산물
2017-12-28,밥,아욱된장국,돼지갈비찜,콩나물겨자채,중식,찜,육류
2017-12-29,밥,어묵국,닭볶음탕,연근땅콩조림,중식,탕,조류
2018-01-02,밥,사골떡국,한방소갈비찜,김치전,중식,찜,육류
2018-01-03,곤드레밥*간장양념,청량된장찌개,굴비구이,궁중떡볶이,중식,찌개,해산물
2018-01-04,밥,콩가루배추국,제육볶음,고구마그라탕,중식,탕,육류
2018-01-05,밥,부대찌개,깐풍기,곤약어묵볶음,중식,찌개,조류
2018-01-08,밥,황태국,소불고기,계란찜,중식,찜,육류
2018-01-09,밥,근대국,양파치킨,비엔나케찹볶음,중식,국,조류
2018-01-10,콩나물밥,맑은국,고추잡채*꽃빵,해물까스,중식,국,해산물
2018-01-11,밥,봄동된장국,오징어돈육볶음,참치야채전,중식,국,육류
2018-01-12,밥,차돌박이찌개,명태코다리강정,모둠버섯볶음,중식,찌개,해산물
2018-01-15,밥,아욱국,유자청제육볶음,해물파전,중식,국,육류
2018-01-16,밥,꽃게탕,미니채소떡갈비,쫄면무침,중식,국수,육류
2018-01-17,나물비빔밥,가쯔오장국,치킨핑거,마늘쫑볶음,중식,국,조류
2018-01-18,밥,된장찌개,쇠고기장조림,해파리냉채,중식,찌개,육류
2018-01-19,밥,육개장,탕수어,버섯잡채,중식,탕,해산물
2018-01-22,밥,북어국,쇠고기숙주볶음,골뱅이무침,중식,국,육류
2018-01-23,밥,시금치된장국,오징어볶음,고기전,중식,국,해산물
2018-01-24,짜장덮밥,맑은국,과일탕수육,개성감자만두,중식,탕,육류
2018-01-25,밥,김치콩나물국,돈육굴소스볶음,황태양념구이,중식,국,육류
2018-01-26,밥,연두부탕,순살파닭,늙은호박전,중식,탕,조류
2018-01-29,밥,봄동된장국,가래떡돼지갈비찜,콩나물겨자채,중식,찜,육류
2018-01-30,밥,어묵국,닭볶음,새송이버섯전,중식,국,조류
2018-01-31,김치제육덮밥,미소장국,양장피잡채,계란찜,중식,찜,육류
2018-02-01,밥,닭곰탕,매콤미니함박,삼치구이,중식,탕,육류
2018-02-02,밥,차돌박이찌개,표고버섯탕수육,해물김치전,중식,탕,육류
2018-02-05,밥,순두부찌개,돈육볶음,홍어채무침,중식,찌개,육류
2018-02-06,밥,해물된장찌개,쇠고기장조림,참치야채전,중식,찌개,육류
2018-02-07,콩나물밥,유부주머니국,언양식불고기,치즈계란말이,중식,국,육류
2018-02-08,밥,열무된장국,동파삼겹수육,연두부*양념장,중식,국,육류
2018-02-09,밥,부대찌개,해물청경채볶음,메밀전,중식,찌개,해산물
2018-02-12,밥,차돌박이찌개,닭갈비,실곤약초무침,중식,찌개,육류
2018-02-13,밥,아욱된장국,사천식탕수육,모둠버섯볶음,중식,탕,육류
2018-02-14,밥,떡국,버섯불고기,오징어숙회무침,중식,국,육류
2018-02-19,밥,들깨미역국,훈제오리구이,두부양념조림,중식,국,조류
2018-02-20,밥,배추된장국,짬뽕불고기,늙은호박전,중식,국수,육류
2018-02-21,카레덮밥,맑은국,고구마치즈구이,파스타샐러드,중식,국,기타
2018-02-22,밥,콩나물국,마늘치킨,모둠묵*양념장,중식,국,조류
2018-02-23,밥,시금치된장국,등갈비김치찜,맛살냉채,중식,찜,육류
2018-02-26,밥,황태국,소고기숙주볶음,새송이버섯전,중식,국,육류
2018-02-27,밥,아욱된장국,돼지갈비찜,마늘쫑볶음,중식,찜,육류
2018-02-28,곤드레밥*강된장,어묵국,치킨핑거*요거트소스,도토리묵무침,중식,국,조류
2018-03-02,밥,차돌박이된장찌개,조기구이,오징어숙회무침,중식,찌개,해산물
2018-03-05,밥,해물순두부찌개,소고기장조림,해파리냉채,중식,찌개,육류
2018-03-06,밥,근대된장국,닭강정,해물파전,중식,국,조류
2018-03-07,콩나물밥,가쯔오국,삼치구이,떡잡채,중식,국,해산물
2018-03-08,밥,홍합탕,오리불고기,탕평채,중식,탕,육류
2018-03-09,밥,쇠고기샤브국,주꾸미볶음,두부새싹구이,중식,국,해산물
2018-03-12,밥,배추된장국,버섯불고기,시금치프리타타,중식,국,육류
2018-03-13,밥,쇠고기무국,미트볼케찹조림,우엉잡채,중식,국,육류
2018-03-14,밥,시금치된장국,탕수어,두부*김치볶음,중식,탕,해산물
2018-03-15,밥,동태탕,닭데리야끼조림,어묵볶음,중식,탕,조류
2018-03-16,밥,얼갈이국,오징어볶음,동그랑땡전,중식,국,해산물
2018-03-19,밥,어묵국,돈육간장볶음,골뱅이무침*소면,중식,국수,육류
2018-03-20,밥,된장찌개,해물누룽지탕,고기전,중식,탕,해산물
2018-03-21,밥,쇠고기미역국,닭볶음탕,도토리묵무침,중식,탕,조류
2018-03-22,밥,우거지해장국,코다리강정,계란말이,중식,국,해산물
2018-03-23,밥,열무된장국,수제돈까스,메추리알곤약조림,중식,국,육류
2018-03-26,밥,차돌박이찌개,닭갈비,새송이버섯조림,중식,찌개,육류
2018-03-27,밥,콩나물국,등갈비김치찜,부추전,중식,찜,육류
2018-03-28,단호박카레라이스,유부장국,유린기,볼어묵볶음,중식,국,육류
